Date,Sector_Name,Close
20250318,運動休閒類指數,96.1
20250318,金融保險類指數,2155.11
20250318,鋼鐵類指數,144.04
20250318,電器電纜類指數,95.16
20250318,電子工業類指數,1201.77
20250318,電子通路類指數,245.01
20250318,電子零組件類指數,232.98
20250318,電子類兩倍槓桿指數,71600.1
20250318,電子類反向指數,2156.1
20250318,電機機械類指數,395.7
20250318,電腦及週邊設備類指數,266.09
20250318,食品類指數,2158.48
20250317,光電類指數,39.79
20250317,其他電子類指數,155.89
20250317,其他類指數,321.97
20250317,化學生技醫療類指數,138.15
20250317,化學類指數,167.09
20250317,半導體類指數,603.68
20250317,塑膠化工類指數,632.99
20250317,塑膠類指數,118.28
20250317,寶島股價指數,25035.67
20250317,小型股300指數,11372.96
20250317,居家生活類指數,123.7
20250317,建材營造類指數,561.99
20250317,數位雲端類指數,63.61
20250317,未含金融指數,19183.52
20250317,未含金融電子指數,14769.46
20250317,未含電子指數,19667.88
20250317,機電類指數,6652.89
20250317,橡膠類指數,272.4
20250317,水泥窯製類指數,612.91
20250317,水泥類指數,161.19
20250317,汽車類指數,380.68
20250317,油電燃氣類指數,59.06
20250317,玻璃陶瓷類指數,48.69
20250317,生技醫療類指數,76.49
20250317,發行量加權股價指數,22118.63
20250317,紡織纖維類指數,603.61
20250317,綠能環保類指數,110.42
20250317,臺指反向一倍指數,2900.06
20250317,臺指日報酬兩倍指數,57416.03
20250317,臺灣50指數,18224.19
20250317,臺灣50權重上限30%指數,15895.23
20250317,臺灣中型100指數,19257.52
20250317,臺灣公司治理100指數,13010.94
20250317,臺灣就業99指數,13283.66
20250317,臺灣發達指數,9954.21
20250317,臺灣資訊科技指數,35953.33
20250317,臺灣高股息指數,9427.9
20250317,臺灣高薪100指數,11958.73
20250317,航運類指數,207.13
20250317,觀光餐旅類指數,119.29
20250317,貿易百貨類指數,274.82
20250317,資訊服務類指數,230.34
20250317,通信網路類指數,167.11
20250317,造紙類指數,287.39
20250317,運動休閒類指數,93.21
20250317,金融保險類指數,2144.53
20250317,鋼鐵類指數,143.68
20250317,電器電纜類指數,94.91
20250317,電子工業類指數,1192.78
20250317,電子通路類指數,243.07
20250317,電子零組件類指數,229.33
20250317,電子類兩倍槓桿指數,70536.83
20250317,電子類反向指數,2172.47
20250317,電機機械類指數,392.7
20250317,電腦及週邊設備類指數,260.91
20250317,食品類指數,2142.1
20250314,光電類指數,39.82
20250314,其他電子類指數,157.11
20250314,其他類指數,322.35
20250314,化學生技醫療類指數,137.42
20250314,化學類指數,167.55
20250314,半導體類指數,597.42
20250314,塑膠化工類指數,627.33
20250314,塑膠類指數,116.31
20250314,寶島股價指數,24872.76
20250314,小型股300指數,11353.47
20250314,居家生活類指數,124.73
20250314,建材營造類指數,557.9
20250314,數位雲端類指數,63.86
20250314,未含金融指數,19051.23
20250314,未含金融電子指數,14706.89
20250314,未含電子指數,19571.32
20250314,機電類指數,6602.51
20250314,橡膠類指數,271.66
20250314,水泥窯製類指數,615.8
20250314,水泥類指數,161.93
20250314,汽車類指數,376.18
20250314,油電燃氣類指數,58.48
20250314,玻璃陶瓷類指數,48.95
20250314,生技醫療類指數,75.74
20250314,發行量加權股價指數,21968.05
20250314,紡織纖維類指數,606.13
20250314,綠能環保類指數,108.51
20250314,臺指反向一倍指數,2920.08
20250314,臺指日報酬兩倍指數,56639.56
20250314,臺灣50指數,18059.8
20250314,臺灣50權重上限30%指數,15774.82
20250314,臺灣中型100指數,19205.42
20250314,臺灣公司治理100指數,12900.35
20250314,臺灣就業99指數,13194.81
20250314,臺灣發達指數,9883.93
20250314,臺灣資訊科技指數,35642.81
20250314,臺灣高股息指數,9372.5
20250314,臺灣高薪100指數,11850.88
20250314,航運類指數,203.78
20250314,觀光餐旅類指數,119.1
20250314,貿易百貨類指數,275.11
20250314,資訊服務類指數,232.43
20250314,通信網路類指數,167.33
20250314,造紙類指數,287.11
20250314,運動休閒類指數,94.16
20250314,金融保險類指數,2131.42
20250314,鋼鐵類指數,144.52
20250314,電器電纜類指數,95.11
20250314,電子工業類指數,1183.64
20250314,電子通路類指數,239.84
20250314,電子零組件類指數,226.38
20250314,電子類兩倍槓桿指數,69464.04
20250314,電子類反向指數,2189.38
20250314,電機機械類指數,390.48
20250314,電腦及週邊設備類指數,260.06
20250314,食品類指數,2157.4
20250313,光電類指數,39.26
20250313,其他電子類指數,155.67
20250313,其他類指數,321.1
20250313,化學生技醫療類指數,138.13
20250313,化學類指數,170.26
20250313,半導體類指數,599.57
20250313,塑膠化工類指數,619.01
20250313,塑膠類指數,111.31
20250313,寶島股價指數,24860.54
20250313,小型股300指數,11274.16
20250313,居家生活類指數,124.16
20250313,建材營造類指數,556.03
20250313,數位雲端類指數,62.9
20250313,未含金融指數,19044.4
20250313,未含金融電子指數,14587.5
20250313,未含電子指數,19471.2
20250313,機電類指數,6613.62
20250313,橡膠類指數,269.47
20250313,水泥窯製類指數,608.99
20250313,水泥類指數,159.98
20250313,汽車類指數,372.76
20250313,油電燃氣類指數,55.67
20250313,玻璃陶瓷類指數,48.77
20250313,生技醫療類指數,75.65
20250313,發行量加權股價指數,21961.68
20250313,紡織纖維類指數,604.93
20250313,綠能環保類指數,107.97
20250313,臺指反向一倍指數,2920.93
20250313,臺指日報酬兩倍指數,56606.72
20250313,臺灣50指數,18113.13
20250313,臺灣50權重上限30%指數,15789.06
20250313,臺灣中型100指數,19082.91
20250313,臺灣公司治理100指數,12926.52
20250313,臺灣就業99指數,13171.62
20250313,臺灣發達指數,9869.48
20250313,臺灣資訊科技指數,35728.47
20250313,臺灣高股息指數,9366.5
20250313,臺灣高薪100指數,11846.9
20250313,航運類指數,203.72
20250313,觀光餐旅類指數,119.69
20250313,貿易百貨類指數,275.24
20250313,資訊服務類指數,230.1
20250313,通信網路類指數,167.51
20250313,造紙類指數,281.59
20250313,運動休閒類指數,93.91
20250313,金融保險類指數,2131.97
20250313,鋼鐵類指數,141.95
20250313,電器電纜類指數,93.1
20250313,電子工業類指數,1185.89
20250313,電子通路類指數,238.59
20250313,電子零組件類指數,227.61
20250313,電子類兩倍槓桿指數,69728.63
20250313,電子類反向指數,2185.23
20250313,電機機械類指數,389.5
20250313,電腦及週邊設備類指數,260.53
20250313,食品類指數,2147.23
20250312,光電類指數,40.47
20250312,其他電子類指數,157.82
20250312,其他類指數,327.11
20250312,化學生技醫療類指數,139.29
20250312,化學類指數,173.14
20250312,半導體類指數,612.67
20250312,塑膠化工類指數,630.13
20250312,塑膠類指數,115.37
20250312,寶島股價指數,25212.39
20250312,小型股300指數,11396.61
20250312,居家生活類指數,125.38
